Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
5,T1059.001,Command and Scripting Interpreter: PowerShell,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1059.004,Command and Scripting Interpreter: Unix Shell,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1136,Create Account,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1543.003,Create or Modify System Process: Windows Service,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1074.001,Data Staged: Local Data Staging,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1189,Drive-by Compromise,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1210,Exploitation of Remote Services,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1070.004,Indicator Removal on Host: File Deletion,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1056.004,Input Capture: Credential API Hooking,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1106,Native API,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1571,Non-Standard Port,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1003,OS Credential Dumping,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1003.001,OS Credential Dumping: LSASS Memory,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1069,Permission Groups Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1566,Phishing,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1572,Protocol Tunneling,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1021.002,Remote Services: SMB/Windows Admin Shares,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1218,System Binary Proxy Execution,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1016,System Network Configuration Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1033,System Owner/User Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1007,System Service Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1078.001,Valid Accounts: Default Accounts,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1047,Windows Management Instrumentation,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1548,Abuse Elevation Control Mechanism,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1087.001,Account Discovery: Local Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1071,Application Layer Protocol,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1547,Boot or Logon Autostart Execution,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1185,Browser Session Hijacking,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1110,Brute Force,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1110.001,Brute Force: Password Guessing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1110.003,Brute Force: Password Spraying,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1115,Clipboard Data,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1059,Command and Scripting Interpreter,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1059.008,Command and Scripting Interpreter: Network Device CLI,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1059.006,Command and Scripting Interpreter: Python,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1136.002,Create Account: Domain Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1136.001,Create Account: Local Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1543.004,Create or Modify System Process: Launch Daemon,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1555,Credentials from Password Stores,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1532,Data Encrypted,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1005,Data from Local System,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1001.003,Data Obfuscation: Protocol Impersonation,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1074,Data Staged,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1561,Disk Wipe,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1484.001,Domain Policy Modification: Group Policy Modification,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1482,Domain Trust Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1114,Email Collection,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1573,Encrypted Channel,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1567,Exfiltration Over Web Service,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1203,Exploitation for Client Execution,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1212,Exploitation for Credential Access,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1008,Fallback Channels,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1564,Hide Artifacts,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1564.001,Hide Artifacts: Hidden Files and Directories,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1562.001,Impair Defenses: Disable or Modify Tools,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1070,Indicator Removal on Host,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1534,Internal Spearphishing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1570,Lateral Tool Transfer,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1036,Masquerading,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1556.001,Modify Authentication Process: Domain Controller Authentication,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1112,Modify Registry,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1046,Network Service Scanning,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1135,Network Share Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1027.002,Obfuscated Files or Information: Software Packing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1027.003,Obfuscated Files or Information: Steganography,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1055.002,Process Injection: Portable Executable Injection,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1055.012,Process Injection: Process Hollowing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1053.003,Scheduled Task/Job: Cron,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1053.004,Scheduled Task/Job: Launchd,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1218.005,System Binary Proxy Execution: Mshta,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1218.011,System Binary Proxy Execution: Rundll32,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1049,System Network Connections Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1080,Taint Shared Content,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1552,Unsecured Credentials,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1552.001,Unsecured Credentials: Credentials in Files,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1078.002,Valid Accounts: Domain Accounts,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
1,T1560.001,Archive Collected Data: Archive via Utility,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1190,Exploit Public-Facing Application,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1078,Valid Accounts,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
2,T1059.001,Command and Scripting Interpreter: PowerShell,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
2,T1133,External Remote Services,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
2,T1083,File and Directory Discovery,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
2,T1105,Ingress Tool Transfer,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
3,T1071.001,Application Layer Protocol: Web Protocols,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
3,T1053.005,Scheduled Task/Job: Scheduled Task,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
3,T1082,System Information Discovery,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1059.003,Command and Scripting Interpreter: Windows Command Shell,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1036.005,Masquerading: Match Legitimate Name or Location,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1003.003,OS Credential Dumping: NTDS,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1566,Phishing,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1057,Process Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1090,Proxy,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1505.003,Server Software Component: Web Shell,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1505.003,Server Software Component: Web Shell,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1016,System Network Configuration Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1033,System Owner/User Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
4,T1047,Windows Management Instrumentation,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1560,Archive Collected Data,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0858,Change Operating Mode,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1059,Command and Scripting Interpreter,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1059.006,Command and Scripting Interpreter: Python,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1059.004,Command and Scripting Interpreter: Unix Shell,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1136.001,Create Account: Local Account,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1543.003,Create or Modify System Process: Windows Service,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1132.002,Data Encoding: Non-Standard Encoding,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1132.001,Data Encoding: Standard Encoding,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0814,Denial of Service,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0868,Detect Operating Mode,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1573.001,Encrypted Channel: Symmetric Cryptography,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1041,Exfiltration Over C2 Channel,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1203,Exploitation for Client Execution,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1562.001,Impair Defenses: Disable or Modify Tools,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1070,Indicator Removal on Host,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1070.004,Indicator Removal on Host: File Deletion,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1036,Masquerading,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0821,Modify Controller Tasking,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0834,Native API,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1571,Non-Standard Port,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1027,Obfuscated Files or Information,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1003.001,OS Credential Dumping: LSASS Memory,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1566.002,Phishing: Spearphishing Link,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0861,Point & Tag Identification,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1055,Process Injection,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0843,Program Download,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0845,Program Upload,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1090.002,Proxy: External Proxy,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1219,Remote Access Software,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1018,Remote System Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0888,Remote System Information Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1113,Screen Capture,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0853,Scripting,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0857,System Firmware,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1049,System Network Connections Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0855,Unauthorized Command Message,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1204.002,User Execution: Malicious File,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1204.001,User Execution: Malicious Link,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1087.002,Account Discovery: Domain Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1087.003,Account Discovery: Email Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0802,Automated Collection,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0803,Block Command Message,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0804,Block Reporting Message,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1037.004,Boot or Logon Initialization Scripts: RC Scripts,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1110,Brute Force,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1110.002,Brute Force: Password Cracking,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1110.001,Brute Force: Password Guessing,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1059.007,Command and Scripting Interpreter: JavaScript,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1059.005,Command and Scripting Interpreter: Visual Basic,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0807,Command-Line Interface,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0885,Commonly Used Port,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1136.002,Create Account: Domain Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1543,Create or Modify System Process,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1555,Credentials from Password Stores,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0879,Damage to Property,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0809,Data Destruction,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1213.002,Data from Information Repositories: SharePoint,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1005,Data from Local System,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1039,Data from Network Shared Drive,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1074.002,Data Staged: Remote Data Staging,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0812,Default Credentials,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0813,Denial of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0815,Denial of View,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1140,Deobfuscate/Decode Files or Information,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0816,Device Restart/Shutdown,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1482,Domain Trust Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0817,Drive-by Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1114,Email Collection,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1573.002,Encrypted Channel: Asymmetric Cryptography,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0818,Engineering Workstation Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1480,Execution Guardrails,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0871,Execution through API,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1048,Exfiltration Over Alternative Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0820,Exploitation for Evasion,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0890,Exploitation for Privilege Escalation,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1008,Fallback Channels,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1222.002,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1187,Forced Authentication,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1574,Hijack Execution Flow,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0874,Hooking,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1562.004,Impair Defenses: Disable or Modify System Firewall,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1562.009,Impair Defenses: Safe Mode Boot,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0872,Indicator Removal on Host,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1056.001,Input Capture: Keylogging,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1559.001,Inter-Process Communication: Component Object Model,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1559.002,Inter-Process Communication: Dynamic Data Exchange,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0867,Lateral Tool Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1570,Lateral Tool Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0826,Loss of Availability,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0827,Loss of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0828,Loss of Productivity and Revenue,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0880,Loss of Safety,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0880,Loss of Safety,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0831,Manipulation of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0832,Manipulation of View,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1036.004,Masquerading: Masquerade Task or Service,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1556,Modify Authentication Process,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0836,Modify Parameter,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0889,Modify Program,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1112,Modify Registry,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0801,Monitor Process State,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1104,Multi-Stage Channels,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0842,Network Sniffing,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1095,Non-Application Layer Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1027.003,Obfuscated Files or Information: Steganography,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1027.004,Ofbuscated Files or Information: Compile After Delivery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1137.001,Office Application Startup: Office Template Macros,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1003.005,OS Credential Dumping: Cached Domain Credentials,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1003.004,OS Credential Dumping: LSA Secrets,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1566.001,Phishing: Spearphishing Attachment,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1566.001,Phishing: Spearphishing Attachment,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1542.001,Pre-OS Boot: System Firmware,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1090.003,Proxy: Multi-Hop Proxy,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0886,Remote Services,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1021.001,Remote Services: Remote Desktop Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1021.002,Remote Services: SMB/Windows Admin Shares,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0846,Remote System Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1029,Schedule Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1053,Scheduled Task/Job,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0881,Service Stop,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1129,Shared Modules,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1518,Software Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1518.001,Software Discovery: Security Software Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0865,Spearphishing Attachment,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0869,Standard Application Layer Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0862,Supply Chain Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1218.003,System Binary Proxy Execution: CMSTP,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
