Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
60,T1480.001,Execution Guardrails: Environmental Keying,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
7,T1482,Domain Trust Discovery,25,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
52,T1482,Domain Trust Discovery,6.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
81,T1484,Domain Policy Modification,2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
81,T1484.001,Domain Policy Modification: Group Policy Modification,2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
61,T1485,Data Destruction,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
8,T1486,Data Encrypted for Impact,25,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a
62,T1490,Inhibit System Recovery,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
63,T1491.001,Defacement: Internal Defacement,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
31,T1497,Virtualization / Sandbox Discovery,13.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
40,T1497.001,Virtualization / Sandbox Discovery: System Checks,10.1,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1497.003,Virtualization / Sandbox Discovery: Time Based Evasion,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
35,T1505,Server Software Component,11.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
9,T1505.003,Server Software Component: Web Shell,25,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
36,T1505.003,Server Software Component: Web Shell,11.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1505.004,Server Software Component: IIS Components,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
29,T1518,Software Discovery,15.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
124,T1518.001,Software Discovery: Security Software Discovery,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
127,T1530,Data from Cloud Storage,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
64,T1531,Account Access Removal,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
101,T1534,Internal Spearphishing,0.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
125,T1537,Transfer Data to Cloud Account,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
101,T1538,Cloud Service Dashboard,0.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1542,Pre-OS Boot,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
12,T1543,Create or Modify System Process,24.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
101,T1543.002,Create or Modify System Process: Systemd Service,0.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
65,T1543.003,Create or Modify System Process: Windows Service,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
32,T1543.003,Create or Modify System Process: Windows Service,13.6,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
65,T1546,Event Triggered Execution,4.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1546.001,Event Triggered Execution: Change Default File Assocation,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
127,T1546.002,Event Triggered Execution: Screensaver,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
78,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,2.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
127,T1546.004,Event Triggered Execution: Unix Shell Configuration Modification,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1546.007,Event Triggered Execution: Netsh Helper DLL,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
93,T1546.008,Event Triggered Execution: Accessibility Features,1.3,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
127,T1546.010,Event Triggered Execution: AppInit DLLs,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
126,T1546.011,Event Triggered Execution: Application Shimming ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
127,T1546.012,Event Triggered Execution: Image File Execution Options Injection,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
127,T1546.016,Event Triggered Execution: Installer Packages ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
66,T1547,Boot or Logon Autostart Execution,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
37,T1547,Boot or Logon Autostart Execution,10.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
50,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys/Startup Folder,7.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
110,T1547.002,Boot or Logon Autostart Execution: Winlogon Helper DLL,0.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
128,T1547.006, Boot or Logon Autostart Execution: Kernel Modules and Extensions ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
73,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,3.1,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
129,T1547.012,Boot or Logon Autostart Execution: Print Processors ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
67,T1548,Abuse Elevation Control Mechanism,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
76,T1548,Abuse Elevation Control Mechanism,2.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
130,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
127,T1548.001,Abuse Elevation Control Mechanism: Situid and Setgid,0.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
83,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,1.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
118,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,0.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
96,T1550,Use Alternate Authentication Material,1.1,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1550.001,Lateral Tool Transfer: Application Access Token,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
68,T1550.002,Use Alternate Authentication Material: Pass the Hash,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
118,T1550.002,Lateral Tool Transfer: Pass the Hash,0.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
131,T1550.003,Use Alternate Authentication Material: Pass the Ticket,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
144,T1550.003,Lateral Tool Transfer: Pass the Ticket,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
132,T1552,Unsecured Credentials,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
37,T1552.001,Unsecured Credentials: Credentials In Files,15,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
133,T1552.003,Unsecured Credentials: Bash History,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
134,T1552.004,Unsecured Credentials: Private Keys,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
135,T1555,Credentials from Password Stores,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
136,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
137,T1555.005,Credentials from Password Stores: Password Managers,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
144,T1557,Adversary-in-the-Middle,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
138,T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
144,T1557.002,Adversary-in-the-Middle: ARP Cache Poisoning,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
139,T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
140,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
141,T1559,Inter-Process Communication,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
25,T1560,Archive Collected Data,17.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
69,T1560.001,Archive Collected Data: Archive via Utility,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
51,T1560.001,Archive Collected Data: Archive via Utility,7.3,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
118,T1560.002,Archive Collected Data: Archive via Library,0.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
142,T1560.003,Archive Collected Data: Archive via Custom Method,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
143,T1562,Impair Defenses,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
144,T1562.004,Impair Defenses: Disable or Modify System Firewall,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
144,T1563,Remote Session Hijacking,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
145,T1563.001,Remote Service Session Hijacking: SSH Hijacking,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
70,T1563.002,Remote Service Session Hijacking: RDP Hijacking,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
146,T1564,Hide Artifacts,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
25,T1566,Phishing,20,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
26,T1566,Phishing,16.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
147,T1566.001,Phishing: Spearphishing Attachment,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
46,T1566.001,Phishing: Spearphishing Attachment,8.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
38,T1566.002,Phishing: Spearphishing Link,15,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
71,T1566.002,Phishing: Spearphishing Link,3.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1566.003,Phishing: Spearphishing via Service,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
71,T1567,Exfiltration Over Web Service,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
67,T1567,Exfiltration Over Web Service,4.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
10,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,25,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
78,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,2.4,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
8,T1569.002,Service Execution,8.5,Red Canary,2023,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2023_ThreatDetectionReport_RedCanary.pdf
11,T1569.002,System Services: Service Execution,25,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
18,T1569.002,System Services: Service Execution,21.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
72,T1570,Lateral Tool Transfer,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
87,T1570,Lateral Tool Transfer,1.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
26,T1572,Protocol Tunneling,20,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
73,T1573,Encrypted Channel,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
148,T1573.001,Encrypted Channel: Symmetric Cryptography,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
74,T1573.002,Encrypted Channel: Asymmetric Cryptography,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
46,T1574,Hijack Execution Flow,8.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
149,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
144,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
83,T1574.002,Hijack Execution Flow: DLL Side-Loading,1.8,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
101,T1574.008,Hijack Execution Flow: Path Interception by Search Order Hijacking,0.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
144,T1574.010,Hijack Execution Flow: Services File Permissions Weakness,0.2,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
57,T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness,6,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
150,T1580,Cloud Infrastructure Discovery,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
87,T1580,Cloud Infrastructure Discovery,1.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
75,T1583,Acquire Infrastructure,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a
76,T1583.003,Acquire Infrastructure: Virtual Private Server,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a
151,T1584,Compromise Infrastructure,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
152,T1585.002,Establish Accounts: Email Accounts,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
77,T1587.001,Develop Capabilities: Malware ,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
153,T1588,Obtain Capabilities,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
78,T1588.002,Obtain Capabilities: Tool,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
154,T1589.003,Gather Victim Identity Information: Employee Names,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
155,T1590,Gather Victim Network Information,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-108
156,T1590.006,Gather Victim Network Information: Network Security Appliances,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
157,T1591,Gather Victim Org Information,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
158,T1591.001,Gather Victim Org Information: Determine Physical Locations,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
159,T1595.002,Active Scanning: Vulnerability Scanning,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
160,T1596.005,Search Open Technical Databases: Scan Databases,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
110,T1602,Data from Configuration Repository,0.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
110,T1602.002,Data from Configuration Repository: Network Configuration Dump,0.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
161,T1608,Stage Capabilities,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
162,T1610,Deploy Container,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
59,T1614,System Location Discovery,5.9,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
79,T1614.001,System Location Discovery: System Language Discovery,10,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
60,T1614.001,System Language Discovery,5.7,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
163,T1615,Group Policy Discovery,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
118,T1615,Group Policy Discovery,0.5,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
164,T1620,Reflective Code Loading ,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
165,T1622,Debugger Evasion,5,CISA,2023,Public,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
20,T1622,Debugger Evasion,21.1,M-Trends,2023,Private,https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report
6,T0801,Monitor Process State,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0802,Automated Collection,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0803,Block Command Message,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0804,Block Reporting Message,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0807,Command-Line Interface,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0809,Data Destruction,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0812,Default Credentials,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0813,Denial of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0814,Denial of Service,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0815,Denial of View,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0816,Device Restart/Shutdown,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0817,Drive-by Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0818,Engineering Workstation Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0820,Exploitation for Evasion,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0821,Modify Controller Tasking,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0826,Loss of Availability,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0827,Loss of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0828,Loss of Productivity and Revenue,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0831,Manipulation of Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0832,Manipulation of View,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0834,Native API,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0836,Modify Parameter,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0842,Network Sniffing,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0843,Program Download,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0845,Program Upload,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0846,Remote System Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0853,Scripting,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0855,Unauthorized Command Message,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0857,System Firmware,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0858,Change Operating Mode,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0859,Valid Accounts,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0861,Point & Tag Identification,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0862,Supply Chain Compromise,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0863,User Execution,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0865,Spearphishing Attachment,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0867,Lateral Tool Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0868,Detect Operating Mode,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0869,Standard Application Layer Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0871,Execution through API,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0872,Indicator Removal on Host,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0874,Hooking,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0879,Damage to Property,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0880,Loss of Safety,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0881,Service Stop,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0882,Theft of Operational Information,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0885,Commonly Used Port,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0886,Remote Services,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T0888,Remote System Information Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0889,Modify Program,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T0890,Exploitation for Privilege Escalation,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1001,Data Obfuscation,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1003,OS Credential Dumping,18.3,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
66,T1003,OS Credential Dumping,9.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1003.001,OS Credential Dumping: LSASS Memory,13.3,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
111,T1003.001,OS Credential Dumping: LSASS Memory,4.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1003.001,OS Credential Dumping: LSASS Memory,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
176,T1003.002,OS Credential Dumping: Security Account Manager,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
127,T1003.003,OS Credential Dumping: NTDS,3.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1003.003,OS Credential Dumping: NTDS,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1003.004,OS Credential Dumping: LSA Secrets,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1003.004,OS Credential Dumping: LSA Secrets,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1003.005,OS Credential Dumping: Cached Domain Credentials,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
210,T1003.006,OS Credential Dumping: DCSync,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
185,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,1.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1005,Data from Local System,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1005,Data from Local System,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
81,T1007,System Service Discovery,8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1008,Fallback Channels,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1008,Fallback Channels,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
89,T1010,Application Window Discovery,6.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
24,T1012,Query Registry,19.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1014,Rootkit,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
