TID,Technique,Type,Year,Reporter,Target,Source
T1033,System Owner/User Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1033,System Owner/User Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1033,System Owner/User Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1033,System Owner/User Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1033,System Owner/User Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1033,System Owner/User Discovery,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1033,System Owner/User Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1033,System Owner/User Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1033,System Owner/User Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1033,System Owner/User Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1033,System Owner/User Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1033,System Owner/User Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1033,System Owner/User Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1036,Masquerading,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1036,Masquerading,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1036,Masquerading,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1036,Masquerading,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1036,Masquerading,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1036,Masquerading,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1036.004,Masquerading: Masquerade Task or Service,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1036.005,Masquerading: Match Legitimate Name or Location,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1036.008,Masquerading: Masquerade File Type ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1036.008,Masquerading: Masquerade File Type ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1037.001,Boot or Logon Initialization Scripts: Logon Script,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1037.004,Boot or Logon Initialization Scripts: RC Scripts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1039,Data from Network Shared Drive,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1040,Network Sniffing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1040,Network Sniffing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1040,Network Sniffing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1040,Network Sniffing,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1041,Exfiltration Over C2 Channel,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1041,Exfiltration Over C2 Channel,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1041,Exfiltration Over C2 Channel,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1041,Exfiltration Over C2 Channel,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1041,Exfiltration Over C2 Channel,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1041,Exfiltration Over C2 Channel,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1041,Exfiltration Over C2 Channel,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1041,Exfiltration Over C2 Channel,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1041,Exfiltration Over C2 Channel,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1041,Exfiltration Over C2 Channel,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1043,Commonly Used Port,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1046,Network Service Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1046,Network Service Scanning,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
T1046,Network Service Scanning,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1046,Network Service Scanning,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1046,Network Service Scanning,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1047,Windows Management Instrumentation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1047,Windows Management Instrumentation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1047,Windows Management Instrumentation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1047,Windows Management Instrumentation,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
T1047,Windows Management Instrumentation,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
T1047,Windows Management Instrumentation,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1047,Windows Management Instrumentation,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1047,Windows Management Instrumentation,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1047.001,Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1048,Exfiltration Over Alternative Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1048,Exfiltration Over Alternative Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1048,Exfiltration Over Alternative Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1048,Exfiltration Over Alternative Protocol,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
T1048.003,Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1048.003,Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1049,System Network Connections Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1049,System Network Connections Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1049,System Network Connections Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1049,System Network Connections Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1049,System Network Connections Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1049,System Network Connections Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1053,Scheduled Task/Job,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1053,Scheduled Task/Job,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1053.003,Scheduled Task/Job: Cron,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1053.004,Scheduled Task/Job: Launchd,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1053.004,Scheduled Task/Job: Launchd,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-321a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-257a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1053.005,Scheduled Task/Job: Scheduled Task,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1055,Process Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1055,Process Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1055,Process Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1055,Process Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1055,Process Injection,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1055,Process Injection,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1055,Process Injection,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1055,Process Injection,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-148a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1055.001,Process Injection: Dynamic-link Library Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1055.002,Process Injection: Portable Executable Injection,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1055.012,Process Injection: Process Hollowing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1055.012,Process Injection: Process Hollowing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1055.012,Process Injection: Process Hollowing,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1056,Input Capture,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1056.001,Input Capture: Keylogging,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1056.001,Input Capture: Keylogging,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1056.001,Input Capture: Keylogging,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1056.001,Input Capture: Keylogging,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1056.001,Input Capture: Keylogging,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1056.001,Input Capture: Keylogging,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1056.004,Input Capture: Credential API Hooking,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1056.004,Input Capture: Credential API Hooking,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1056.004,Input Capture: Credential API Hooking,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1056.004,Input Capture:Credential API Hooking,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1057,Process Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1057,Process Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1057,Process Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1057,Process Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
T1057,Process Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1057,Process Discovery,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1057,Process Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1057,Process Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1059,Command and Scripting Interpreter,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1059,Command and Scripting Interpreter,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1059,Command and Scripting Interpreter,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1059,Command and Scripting Interpreter,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1059,Command and Scripting Interpreter,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1059,Command and Scripting Interpreter,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-321a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-181a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1059.001,Command and Scripting Interpreter: PowerShell,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1059.003,Command and Scripting Interpreter: Windows Command Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1059.004,Command and Scripting Interpreter: Unix Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1059.004,Command and Scripting Interpreter: Unix Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1059.004,Command and Scripting Interpreter: Unix Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1059.004,Command and Scripting Interpreter: Unix Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1059.004,Command and Scripting Interpreter: Unix Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1059.005,Command and Scripting Interpreter: Visual Basic,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1059.005,Command and Scripting Interpreter: Visual Basic,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1059.005,Command and Scripting Interpreter: Visual Basic,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1059.005,Command and Scripting Interpreter: Visual Basic,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1059.006,Command and Scripting Interpreter: Python,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1059.006,Command and Scripting Interpreter: Python,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1059.006,Command and Scripting Interpreter: Python,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1059.006,Command and Scripting Interpreter: Python,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1059.006,Command and Scripting Interpreter: Python,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1059.006,Command and Scripting Interpreter: Python,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1059.007,Command and Scripting Interpreter: JavaScript,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1059.007,Command and Scripting Interpreter: JavaScript,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1059.007,Command and Scripting Interpreter: JavaScript,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1059.008,Command and Scripting Interpreter: Network Device CLI,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1068,Exploitation for Privilege Escalation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
T1068,Exploitation for Privilege Escalation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1068,Exploitation for Privilege Escalation,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1068,Exploitation for Privilege Escalation,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1068,Exploitation for Privilege Escalation,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1068,Exploitation for Privilege Escalation,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1069,Permission Groups Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1069,Permission Groups Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1069.001,Permission Groups Discovery: Local Groups,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1069.001,Permission Groups Discovery: Local Groups,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1069.002,Permission Groups Discovery: Domain Groups,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1069.002,Permission Groups Discovery: Domain Groups,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
